target_name,spawn_pose_xyz,environment_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
wipe_target_0011,"[-1.0622, 2.0528, 0.857]",kitchen,space_wiping,ffa25a1f-e98f-4334-ae0c-e324740033f4,wipe_target_0011,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.062226,2.052758,0.857,kitchen_island,,,,,,,,-1.062226,2.052758,0.857,0.0,0.0,0.938182,0.346144,0.0,-0.0,2.434678,,,,,,,,,,,,,,-1.746461,2.171677,0.0985,0.0,0.0,0.2097,0.977766,0.0,-0.0,0.422536,,,,,,,,,wipe,,,3,,,,,,,,,,10.1633,0,
wipe_target_0012,"[-0.8495, 2.4815, 0.857]",kitchen,space_wiping,ffa25a1f-e98f-4334-ae0c-e324740033f4,wipe_target_0012,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.849526,2.481466,0.857,kitchen_island,,,,,,,,-0.849526,2.481466,0.857,0.0,0.0,0.961594,0.274476,0.0,-0.0,2.585503,,,,,,,,,,,,,,-0.120475,2.25828,0.0985,0.0,0.0,0.992538,-0.121937,0.0,-0.0,-2.897111,,,,,,,,,wipe,,,3,,,,,,,,,,9.6898,0,
wipe_target_0013,"[-1.0874, 2.5781, 0.857]",kitchen,space_wiping,ffa25a1f-e98f-4334-ae0c-e324740033f4,wipe_target_0013,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-1.087389,2.578069,0.857,kitchen_island,,,,,,,,-1.087389,2.578069,0.857,0.0,0.0,-0.297067,0.954857,0.0,-0.0,-0.603239,,,,,,,,,,,,,,-0.387903,2.198693,0.0985,0.0,0.0,0.933786,-0.357831,0.0,-0.0,-2.409705,,,,,,,,,wipe,,,3,,,,,,,,,,13.9876,0,
wipe_target_0014,"[-0.9957, 1.9299, 0.857]",kitchen,space_wiping,ffa25a1f-e98f-4334-ae0c-e324740033f4,wipe_target_0014,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,tiago,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.99568,1.929902,0.857,kitchen_island,,,,,,,,-0.99568,1.929902,0.857,0.0,0.0,0.918411,0.395629,0.0,-0.0,2.328088,,,,,,,,,,,,,,-0.288479,1.979211,0.0985,0.0,0.0,0.950175,-0.311717,0.0,-0.0,-2.507594,,,,,,,,,wipe,,,3,,,,,,,,,,8.2535,0,
wipe_target_0001,"[1.6041, 0.8213, 0.855]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0001,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,rollin_justin,failed,,sponge_left,failed,2,1,2,True,False,False,,,,,,,,,,,,1.604068,0.821307,0.855,sink_area,,,,,,,,1.604068,0.821307,0.855,0.0,0.0,-0.819085,0.573672,0.0,-0.0,-1.91963,,,,,,,,,,,,,,0.479558,0.476563,0.1616,0.0,0.0,0.516294,0.856411,0.0,-0.0,1.085037,,,,,,,,,wipe,,,3,,,,,,,,,,31.5411,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.02438m over 25 ticks). | LEFT fallback -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 900 ticks in WipingAction (status=wiggle, max link displacement 0.04914m over 25 ticks)."
wipe_target_0002,"[1.4042, 0.6093, 0.855]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0002,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.404189,0.609277,0.855,sink_area,,,,,,,,1.404189,0.609277,0.855,0.0,0.0,0.932294,0.361701,0.0,-0.0,2.40141,,,,,,,,,,,,,,0.479558,0.476563,0.1616,0.0,0.0,0.516294,0.856411,0.0,-0.0,1.085037,,,,,,,,,wipe,,,3,,,,,,,,,,14.0351,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0003,"[1.467, 0.0856, 0.855]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0003,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.466993,0.08559,0.855,sink_area,,,,,,,,1.466993,0.08559,0.855,0.0,0.0,0.125535,0.992089,0.0,-0.0,0.251734,,,,,,,,,,,,,,0.479558,0.476563,0.1616,0.0,0.0,0.516294,0.856411,0.0,-0.0,1.085037,,,,,,,,,wipe,,,3,,,,,,,,,,12.873,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0004,"[1.6614, -0.3877, 0.855]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0004,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.661442,-0.387675,0.855,sink_area,,,,,,,,1.661442,-0.387675,0.855,0.0,0.0,0.972134,0.234426,0.0,-0.0,2.668337,,,,,,,,,,,,,,0.479558,0.476563,0.1616,0.0,0.0,0.516294,0.856411,0.0,-0.0,1.085037,,,,,,,,,wipe,,,3,,,,,,,,,,13.6367,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0005,"[1.447, 1.0218, 0.855]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0005,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.447026,1.021813,0.855,sink_area,,,,,,,,1.447026,1.021813,0.855,0.0,0.0,0.729676,0.683794,0.0,-0.0,1.635695,,,,,,,,,,,,,,0.479558,0.476563,0.1616,0.0,0.0,0.516294,0.856411,0.0,-0.0,1.085037,,,,,,,,,wipe,,,3,,,,,,,,,,12.082,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0006,"[-1.2287, 2.5407, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0006,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-1.228677,2.540676,0.857,kitchen_island,,,,,,,,-1.228677,2.540676,0.857,0.0,0.0,-0.854961,0.518692,0.0,-0.0,-2.050952,,,,,,,,,,,,,,0.479558,0.476563,0.1616,0.0,0.0,0.516294,0.856411,0.0,-0.0,1.085037,,,,,,,,,wipe,,,3,,,,,,,,,,6.9351,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0007,"[-1.077, 1.8259, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0007,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-1.07697,1.82595,0.857,kitchen_island,,,,,,,,-1.07697,1.82595,0.857,0.0,0.0,0.953862,-0.300246,0.0,-0.0,-2.531692,,,,,,,,,,,,,,0.479558,0.476563,0.1616,0.0,0.0,0.516294,0.856411,0.0,-0.0,1.085037,,,,,,,,,wipe,,,3,,,,,,,,,,15.032,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0008,"[-0.995, 0.8737, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0008,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.994995,0.873682,0.857,kitchen_island,,,,,,,,-0.994995,0.873682,0.857,0.0,0.0,0.763532,0.645769,0.0,-0.0,1.737531,,,,,,,,,,,,,,-1.987464,0.24448,0.1616,0.0,0.0,0.802116,0.597168,0.0,-0.0,1.861661,,,,,,,,,wipe,,,3,,,,,,,,,,16.8147,0,
wipe_target_0009,"[-0.8417, 1.6222, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0009,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,rollin_justin,success,RIGHT,sponge_right,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.841668,1.622178,0.857,kitchen_island,,,,,,,,-0.841668,1.622178,0.857,0.0,0.0,-0.544581,0.838708,0.0,-0.0,-1.15178,,,,,,,,,,,,,,-0.00543,1.333101,0.1616,0.0,0.0,0.997874,-0.065173,0.0,-0.0,-3.011154,,,,,,,,,wipe,,,3,,,,,,,,,,14.2741,0,
wipe_target_0010,"[-0.9613, 2.3577, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0010,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-0.961285,2.357701,0.857,kitchen_island,,,,,,,,-0.961285,2.357701,0.857,0.0,0.0,0.398749,0.91706,0.0,-0.0,0.820305,,,,,,,,,,,,,,-0.00543,1.333101,0.1616,0.0,0.0,0.997874,-0.065173,0.0,-0.0,-3.011154,,,,,,,,,wipe,,,3,,,,,,,,,,13.0529,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0011,"[-1.0622, 2.0528, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0011,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-1.062226,2.052758,0.857,kitchen_island,,,,,,,,-1.062226,2.052758,0.857,0.0,0.0,0.938182,0.346144,0.0,-0.0,2.434678,,,,,,,,,,,,,,-0.00543,1.333101,0.1616,0.0,0.0,0.997874,-0.065173,0.0,-0.0,-3.011154,,,,,,,,,wipe,,,3,,,,,,,,,,18.5532,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0012,"[-0.8495, 2.4815, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0012,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-0.849526,2.481466,0.857,kitchen_island,,,,,,,,-0.849526,2.481466,0.857,0.0,0.0,0.961594,0.274476,0.0,-0.0,2.585503,,,,,,,,,,,,,,-0.00543,1.333101,0.1616,0.0,0.0,0.997874,-0.065173,0.0,-0.0,-3.011154,,,,,,,,,wipe,,,3,,,,,,,,,,9.8932,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0013,"[-1.0874, 2.5781, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0013,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-1.087389,2.578069,0.857,kitchen_island,,,,,,,,-1.087389,2.578069,0.857,0.0,0.0,-0.297067,0.954857,0.0,-0.0,-0.603239,,,,,,,,,,,,,,-0.00543,1.333101,0.1616,0.0,0.0,0.997874,-0.065173,0.0,-0.0,-3.011154,,,,,,,,,wipe,,,3,,,,,,,,,,12.0708,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0014,"[-0.9957, 1.9299, 0.857]",kitchen,space_wiping,4ff25bd8-b84d-46bd-85c4-e9b388c952c2,wipe_target_0014,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,rollin_justin,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,-0.99568,1.929902,0.857,kitchen_island,,,,,,,,-0.99568,1.929902,0.857,0.0,0.0,0.918411,0.395629,0.0,-0.0,2.328088,,,,,,,,,,,,,,-0.00543,1.333101,0.1616,0.0,0.0,0.997874,-0.065173,0.0,-0.0,-3.011154,,,,,,,,,wipe,,,3,,,,,,,,,,18.7199,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target.
wipe_target_0001,"[1.6041, 0.8213, 0.855]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0001,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,1.604068,0.821307,0.855,sink_area,,,,,,,,1.604068,0.821307,0.855,0.0,0.0,-0.819085,0.573672,0.0,-0.0,-1.91963,,,,,,,,,,,,,,1.017047,0.747173,0.0,0.0,0.0,0.721228,0.692698,0.0,-0.0,1.611146,,,,,,,,,wipe,,,3,,,,,,,,,,6.4259,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in WipingAction (status=stagnant, max link displacement 0.00000m over 25 ticks)."
wipe_target_0002,"[1.4042, 0.6093, 0.855]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0002,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,1.404189,0.609277,0.855,sink_area,,,,,,,,1.404189,0.609277,0.855,0.0,0.0,0.932294,0.361701,0.0,-0.0,2.40141,,,,,,,,,,,,,,0.962861,0.81276,0.0,0.0,0.0,0.504793,0.86324,0.0,-0.0,1.058284,,,,,,,,,wipe,,,3,,,,,,,,,,8.8407,0,
wipe_target_0003,"[1.467, 0.0856, 0.855]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0003,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,1.466993,0.08559,0.855,sink_area,,,,,,,,1.466993,0.08559,0.855,0.0,0.0,0.125535,0.992089,0.0,-0.0,0.251734,,,,,,,,,,,,,,0.955218,-0.291249,0.0,0.0,0.0,0.888212,0.459434,0.0,-0.0,2.186878,,,,,,,,,wipe,,,3,,,,,,,,,,8.6081,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in WipingAction (status=stagnant, max link displacement 0.00004m over 25 ticks)."
wipe_target_0004,"[1.6614, -0.3877, 0.855]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0004,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,False,navigation_pose_unreachable,skip_pose,navigation_target_resolution_failed,False,,False,False,False,False,stretch,skipped,,sponge_left,pickup_loc_resolve,0,0,0,False,False,False,,,,,,,,,,,,1.661442,-0.387675,0.855,sink_area,,,,,,,,1.661442,-0.387675,0.855,0.0,0.0,0.972134,0.234426,0.0,-0.0,2.668337,,,,,,,,,,,,,,0.955218,-0.291249,0.0,0.0,0.0,0.888212,0.459434,0.0,-0.0,2.186878,,,,,,,,,wipe,,,3,,,,,,,,,,5.836,1,pickup_loc_resolve -> RuntimeError: No collision-free navigation pose found for wiping target after environment filtering.
wipe_target_0005,"[1.447, 1.0218, 0.855]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0005,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,1.447026,1.021813,0.855,sink_area,,,,,,,,1.447026,1.021813,0.855,0.0,0.0,0.729676,0.683794,0.0,-0.0,1.635695,,,,,,,,,,,,,,0.921419,1.236247,0.0,0.0,0.0,0.482211,0.876055,0.0,-0.0,1.006354,,,,,,,,,wipe,,,3,,,,,,,,,,7.4384,0,
wipe_target_0006,"[-1.2287, 2.5407, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0006,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,-1.228677,2.540676,0.857,kitchen_island,,,,,,,,-1.228677,2.540676,0.857,0.0,0.0,-0.854961,0.518692,0.0,-0.0,-2.050952,,,,,,,,,,,,,,-1.686795,2.086745,0.0,0.0,0.0,0.926951,0.375184,0.0,-0.0,2.372403,,,,,,,,,wipe,,,3,,,,,,,,,,11.1802,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in WipingAction (status=stagnant, max link displacement 0.00014m over 25 ticks)."
wipe_target_0007,"[-1.077, 1.8259, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0007,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,-1.07697,1.82595,0.857,kitchen_island,,,,,,,,-1.07697,1.82595,0.857,0.0,0.0,0.953862,-0.300246,0.0,-0.0,-2.531692,,,,,,,,,,,,,,-1.687741,1.302683,0.0,0.0,0.0,0.929917,0.36777,0.0,-0.0,2.388374,,,,,,,,,wipe,,,3,,,,,,,,,,17.495,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in WipingAction (status=stagnant, max link displacement 0.00070m over 25 ticks)."
wipe_target_0008,"[-0.995, 0.8737, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0008,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,-0.994995,0.873682,0.857,kitchen_island,,,,,,,,-0.994995,0.873682,0.857,0.0,0.0,0.763532,0.645769,0.0,-0.0,1.737531,,,,,,,,,,,,,,-0.443995,1.342631,0.0,0.0,0.0,-0.37353,0.927618,0.0,-0.0,-0.765622,,,,,,,,,wipe,,,3,,,,,,,,,,12.2928,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in WipingAction (status=stagnant, max link displacement 0.00014m over 25 ticks)."
wipe_target_0009,"[-0.8417, 1.6222, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0009,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.841668,1.622178,0.857,kitchen_island,,,,,,,,-0.841668,1.622178,0.857,0.0,0.0,-0.544581,0.838708,0.0,-0.0,-1.15178,,,,,,,,,,,,,,-0.453167,1.334625,0.0,0.0,0.0,0.917414,-0.397933,0.0,-0.0,-2.323067,,,,,,,,,wipe,,,3,,,,,,,,,,7.3682,0,
wipe_target_0010,"[-0.9613, 2.3577, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0010,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,-0.961285,2.357701,0.857,kitchen_island,,,,,,,,-0.961285,2.357701,0.857,0.0,0.0,0.398749,0.91706,0.0,-0.0,0.820305,,,,,,,,,,,,,,-0.374997,2.685323,0.0,0.0,0.0,-0.526152,0.850391,0.0,-0.0,-1.108137,,,,,,,,,wipe,,,3,,,,,,,,,,11.3691,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in WipingAction (status=stagnant, max link displacement 0.00000m over 25 ticks)."
wipe_target_0011,"[-1.0622, 2.0528, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0011,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,-1.062226,2.052758,0.857,kitchen_island,,,,,,,,-1.062226,2.052758,0.857,0.0,0.0,0.938182,0.346144,0.0,-0.0,2.434678,,,,,,,,,,,,,,-1.68778,1.49255,0.0,0.0,0.0,0.930043,0.36745,0.0,-0.0,2.389062,,,,,,,,,wipe,,,3,,,,,,,,,,18.549,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=stagnant, max link displacement 0.00081m over 25 ticks)."
wipe_target_0012,"[-0.8495, 2.4815, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0012,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,stretch,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.849526,2.481466,0.857,kitchen_island,,,,,,,,-0.849526,2.481466,0.857,0.0,0.0,0.961594,0.274476,0.0,-0.0,2.585503,,,,,,,,,,,,,,-0.479424,2.142009,0.0,0.0,0.0,0.911428,-0.41146,0.0,-0.0,-2.293483,,,,,,,,,wipe,,,3,,,,,,,,,,7.2083,0,
wipe_target_0013,"[-1.0874, 2.5781, 0.857]",kitchen,space_wiping,4c144d8d-0c7f-456d-bb17-934201c316bf,wipe_target_0013,910002,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,collision_or_motion_failure,task_failed,all_wipe_attempts_failed,False,,False,False,False,False,stretch,failed,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,-1.087389,2.578069,0.857,kitchen_island,,,,,,,,-1.087389,2.578069,0.857,0.0,0.0,-0.297067,0.954857,0.0,-0.0,-0.603239,,,,,,,,,,,,,,-1.669244,2.244442,0.0,0.0,0.0,0.874268,0.485444,0.0,-0.0,2.12785,,,,,,,,,wipe,,,3,,,,,,,,,,11.0597,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in WipingAction (status=stagnant, max link displacement 0.00000m over 25 ticks)."
